Q2: Question,Q2: Réponse,Q3: Question,Q3: Réponse,Q3: Commentaire,Q4: Question,Q4: Réponse,Q4: Commentaire,Q5: Question,Q5: Réponse,Q5: Commentaire,Q6: Question,Q6: Réponse,Q6: Commentaire,Q7: Question,Q7: Réponse,Q7: Commentaire,Q8: Question,Q8: Réponse,Q8: Commentaire,Q9: Question,Q9: Réponse,Q9: Commentaire,Q10: Question,Q10: Réponse,Q10: Commentaire,Q11: Question,Q11: Réponse,Q12: Question,Q12: Réponse,Q13: Question,Q13: Réponse
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,"L'IDE étant notre outil principal au quotidien, il est particulièrement irritant de ne pas disposer de license (par exemple Ultimate pour IntelliJ) surtout quand on voit que l'Insee n'hésite pas à prendre des licenses pour des outils non sollicités/désirés","Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,"L'offre est bien faite et à fortement progressé, cela étant la partie devops représente désormais une forte charge notamment pour les petites équipes. Pour autant les équipes ne ce sont pas agrandies.","Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Une technologie de plus à apprivoiser ce qui rogne encore sur le temps dédié au développement pur.,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,"Je suis encore en phase d'apprentissage sur cette offre qui à l'air prometteuse, il est donc difficile de me prononcer.","Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,2,Personnellement je n'aime pas les canaux Tchap pour le support. Il est parfois difficile de savoir a qui poser une question. De même que ce n'ai pas toujours facile de poser une question dans un canal ou il y a 150 personnes quand le problème n'est pas très clair dans noter tête. Je trouverais ça nettement plus confortable d'avoir une personne experte et dédié au devops localement dans l'établissement.,Votre avis global sur votre expérience de développeur à l'Insee,2,"J'ai l'impression qu'on ajoute de plus en plus de mission au poste de développeur. Dans une petite équipe le développeur doit porter plusieurs casquette désormais : s'occuper du code comme avant, mais être responsable désormais du bon déploiement des applis (maitrise des CI, rundeck, gitops, arogoCD, argoworkflow...), avoir une expertise sécurité, avoir une expertise craft.... Je n'envisage pas de rester à l'informatique si cette trajectoire sur l'ajout des missions perdurent. J'aime le développement mais j'ai l'impression d'avoir de moins en moins de temps pour juste produire du code.",Si vous aviez trois choses à améliorer ce serait,"Moins de canaux Tchap par pitié, des licenses pour les IDEs et un poste dédié à l'appui/support devops dans les SNDIs",Si vous deviez lister 3 points forts,"La documentation kubeapp est top, une bonne réactivité des agents de manière général quand on demande de l'aide et une bonne ambiance entre les agents",Depuis un an vous diriez :,Que votre expérience développeur s'est dégradée
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",2,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,"pas totalement convaincu par le retour en arrière ou il faut passer par le centre logiciel.
sinon l'offre est bonne.","Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",3,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,3,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"beaucoup de sujets techniques où on demande aux devs de monter en compétences (sécurité, devops...), pas toujours facile de dégager du temps pour traiter correctement tous ces sujets",Si vous deviez lister 3 points forts,"'- échanges dans le service sur les pratiques de dev et problèmes rencontrés
- conditions de travail / ambiance plutôt bonne
- pratiques de dev qui se sont biens améliorées ces dernières années",Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",3,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,5,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",5,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Il manque juste le SSO sur Rundeck,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",5,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,5,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,"Postes de travail (Hardware et support)
Offres DevOps (Kube comme VM)
État de l'art technologique",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Gitlab ainsi que sonar premium serait un plus,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,"Bien : Offre centralisé assez généreuse 
Mal : Côté rundeck dev-ops, les jobs ne sont pas forcément mis a jour et n'ont pas tous de commentaire explicite sur le fonctionnement ou les variables attendues. Les erreurs sont globalement assez mal gérées et non explicite","Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,"Très (trop) facile d'utilisation, il y'a juste un manque côté argoworkflow sur un chart générique, mais il me semble que c'est inclut dans la roadmap","Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",3,"Analyser est un plus 
Checkmarx n'est pas utilisé car trop peu convivial et assez dur d'utilisation, sonar premium serait un plus

Pour les autres outils, ils osnt bien mais ne sont vérifiés que de façon aléatoire","Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,5,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"1) Sonar et gitlab premium 
2) Le jobs dev-ops 
",Si vous deviez lister 3 points forts,"'- Liste des outils dev-ops a disposition et autonomie des devs
- Échange avec la prod en cas d'incident ou de besoin via tchap ou gitlab 
- Animation/formation ",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIO,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",2,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",2,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",3,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",1,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",1,Pas le temps d'y participer,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,2,Très stressant et beaucoup d’exigence de pleins de source différentes,Si vous aviez trois choses à améliorer ce serait,"L'accès et/ou la centralisation de l'information
De l'assistance aux développeurs quand des nouveaux outils / nouvelles procédures sont mis en place
Éviter les délais trop de courts de migrations imposées",Si vous deviez lister 3 points forts,"L'entraide des développeurs
Les compétences de l'équipe Kube",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",3,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,PGCOC,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",3,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,3,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"Grafana, l'intégration de l'ia dans les IDE, la documentation concernant rundeck",Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",2,Non renseigné,Formation & support,2,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,2,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",2,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",2,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",1,Non renseigné,Formation & support,2,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"La poste de travail (et l'atelier de développement), l'observabilité sur kube (gestion des logs et dashboards graphana) et les décisions brutales et unilatérales sous prétexte de sécurité (touchant principalement le poste de travail)",Si vous deviez lister 3 points forts,l'efficacité de l'équipe kube,Depuis un an vous diriez :,Que votre expérience développeur s'est dégradée
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",2,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,3,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"'- un point d'entrée unique pour toute la documentation disponible
- plus de moyens pour les outils de développement (comme Intellij Ultimate)
- une documentation plus simple et pratique",Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur s'est dégradée
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",3,"L'intention est louable mais la réalisation laisse à désirer (faux positifs, doublons...)","Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",3,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",2,Non renseigné,Formation & support,3,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
